Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
BOUCHERIE CHARCUTERIE,Commerces,"43.31257379836917, 5.441726063723906","{""coordinates"": [5.441726063723906, 43.31257379836917], ""type"": ""Point""}",Marseille 12,13212,13012
PSYCHOLOGUE,Santé,"43.312712832141486, 5.419294430960131","{""coordinates"": [5.419294430960131, 43.312712832141486], ""type"": ""Point""}",Marseille 12,13212,13012
PERSONNES ÂGÉES : HÉBERGEMENT,Santé,"43.30973521541598, 5.445013563930576","{""coordinates"": [5.445013563930576, 43.30973521541598], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.31138709728995, 5.445593882986645","{""coordinates"": [5.445593882986645, 43.31138709728995], ""type"": ""Point""}",Marseille 12,13212,13012
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.297663202095244, 5.427396314751055","{""coordinates"": [5.427396314751055, 43.297663202095244], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.3145745305968, 5.447520033102121","{""coordinates"": [5.447520033102121, 43.3145745305968], ""type"": ""Point""}",Marseille 12,13212,13012
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.304022151807125, 5.418525154776908","{""coordinates"": [5.418525154776908, 43.304022151807125], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.30053226537987, 5.434427584358993","{""coordinates"": [5.434427584358993, 43.30053226537987], ""type"": ""Point""}",Marseille 12,13212,13012
PRESSING-LAVERIE AUTOMATIQUE,Services aux particuliers,"43.29543193603071, 5.442567552078803","{""coordinates"": [5.442567552078803, 43.29543193603071], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.302766623648424, 5.429910788154959","{""coordinates"": [5.429910788154959, 43.302766623648424], ""type"": ""Point""}",Marseille 12,13212,13012
ÉPICERIE,Commerces,"43.29194044642085, 5.418501500269728","{""coordinates"": [5.418501500269728, 43.29194044642085], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.31484605335876, 5.425004415432376","{""coordinates"": [5.425004415432376, 43.31484605335876], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.30120954753804, 5.438972821542952","{""coordinates"": [5.438972821542952, 43.30120954753804], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.311889372170505, 5.447459756716019","{""coordinates"": [5.447459756716019, 43.311889372170505], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.30099816439582, 5.416965062271561","{""coordinates"": [5.416965062271561, 43.30099816439582], ""type"": ""Point""}",Marseille 12,13212,13012
PERSONNES ÂGÉES : SERVICES D’AIDE,Santé,"43.305566844211604, 5.417867799781761","{""coordinates"": [5.417867799781761, 43.305566844211604], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.31071903277897, 5.423506756833979","{""coordinates"": [5.423506756833979, 43.31071903277897], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.30552484319736, 5.437249790282016","{""coordinates"": [5.437249790282016, 43.30552484319736], ""type"": ""Point""}",Marseille 12,13212,13012
PSYCHOLOGUE,Santé,"43.3121733624799, 5.431925483519801","{""coordinates"": [5.431925483519801, 43.3121733624799], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29993809124946, 5.423663533432788","{""coordinates"": [5.423663533432788, 43.29993809124946], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.3005921734542, 5.415254319107024","{""coordinates"": [5.415254319107024, 43.3005921734542], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30853158880819, 5.43618663847768","{""coordinates"": [5.43618663847768, 43.30853158880819], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.312265850412814, 5.464667236537252","{""coordinates"": [5.464667236537252, 43.312265850412814], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.30288743312285, 5.438118220790257","{""coordinates"": [5.438118220790257, 43.30288743312285], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.30960497649583, 5.419563308015449","{""coordinates"": [5.419563308015449, 43.30960497649583], ""type"": ""Point""}",Marseille 12,13212,13012
ORTHOPHONISTE,Santé,"43.31253448434462, 5.46363366499269","{""coordinates"": [5.46363366499269, 43.31253448434462], ""type"": ""Point""}",Marseille 12,13212,13012
MAÇON,Services aux particuliers,"43.297451072235, 5.447719009255707","{""coordinates"": [5.447719009255707, 43.297451072235], ""type"": ""Point""}",Marseille 12,13212,13012
CHIRURGIEN DENTISTE,Santé,"43.30392074820972, 5.417389508933329","{""coordinates"": [5.417389508933329, 43.30392074820972], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.31361474925003, 5.449979980760046","{""coordinates"": [5.449979980760046, 43.31361474925003], ""type"": ""Point""}",Marseille 12,13212,13012
BUREAU DE POSTE,Services aux particuliers,"43.29971881652499, 5.430222118486491","{""coordinates"": [5.430222118486491, 43.29971881652499], ""type"": ""Point""}",Marseille 12,13212,13012
PHARMACIE,Santé,"43.3077417875657, 5.424031067247209","{""coordinates"": [5.424031067247209, 43.3077417875657], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.318571104043144, 5.435540818064692","{""coordinates"": [5.435540818064692, 43.318571104043144], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.314206836039, 5.447342955541394","{""coordinates"": [5.447342955541394, 43.314206836039], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.31466443459776, 5.442829024313603","{""coordinates"": [5.442829024313603, 43.31466443459776], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.30989455522224, 5.418064852792578","{""coordinates"": [5.418064852792578, 43.30989455522224], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’OPTIQUE,Commerces,"43.295903078969694, 5.445890439444399","{""coordinates"": [5.445890439444399, 43.295903078969694], ""type"": ""Point""}",Marseille 12,13212,13012
ENFANTS HANDICAPÉS : HÉBERGEMENT,Santé,"43.32203879319866, 5.438218126298029","{""coordinates"": [5.438218126298029, 43.32203879319866], ""type"": ""Point""}",Marseille 12,13212,13012
PERSONNES ÂGÉES : HÉBERGEMENT,Santé,"43.310221921661075, 5.446573559016743","{""coordinates"": [5.446573559016743, 43.310221921661075], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29515923148597, 5.427557532750598","{""coordinates"": [5.427557532750598, 43.29515923148597], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.309357501861456, 5.433658308371573","{""coordinates"": [5.433658308371573, 43.309357501861456], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.30036444799981, 5.411370122171397","{""coordinates"": [5.411370122171397, 43.30036444799981], ""type"": ""Point""}",Marseille 12,13212,13012
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.31252945156954, 5.414554788676006","{""coordinates"": [5.414554788676006, 43.31252945156954], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30770243395447, 5.427152445256524","{""coordinates"": [5.427152445256524, 43.30770243395447], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.31683314019743, 5.437447925771992","{""coordinates"": [5.437447925771992, 43.31683314019743], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29921347058286, 5.436929015509254","{""coordinates"": [5.436929015509254, 43.29921347058286], ""type"": ""Point""}",Marseille 12,13212,13012
COIFFURE,Services aux particuliers,"43.32219171874511, 5.43459904884096","{""coordinates"": [5.43459904884096, 43.32219171874511], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.3092069905126, 5.43508639042311","{""coordinates"": [5.43508639042311, 43.3092069905126], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30120954753804, 5.438972821542952","{""coordinates"": [5.438972821542952, 43.30120954753804], ""type"": ""Point""}",Marseille 12,13212,13012
ORTHOPHONISTE,Santé,"43.29592093540184, 5.443290722083368","{""coordinates"": [5.443290722083368, 43.29592093540184], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.296546501249836, 5.4261255143543","{""coordinates"": [5.4261255143543, 43.296546501249836], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.296272519308715, 5.434539011013493","{""coordinates"": [5.434539011013493, 43.296272519308715], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30408128289486, 5.433733306284235","{""coordinates"": [5.433733306284235, 43.30408128289486], ""type"": ""Point""}",Marseille 12,13212,13012
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.3182685722929, 5.432288427851339","{""coordinates"": [5.432288427851339, 43.3182685722929], ""type"": ""Point""}",Marseille 12,13212,13012
ÉTABLISSEMENT SANTÉ COURT SÉJOUR,Santé,"43.311246774608406, 5.409763435788062","{""coordinates"": [5.409763435788062, 43.311246774608406], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN GYNÉCOLOGIE (MÉDICALE ET/OU OBSTÉTRIQUE),Santé,"43.313286631916256, 5.409415239089749","{""coordinates"": [5.409415239089749, 43.313286631916256], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30770243395447, 5.427152445256524","{""coordinates"": [5.427152445256524, 43.30770243395447], ""type"": ""Point""}",Marseille 12,13212,13012
DROGUERIE QUINCAILLERIE BRICOLAGE,Commerces,"43.29054518487474, 5.421042448161608","{""coordinates"": [5.421042448161608, 43.29054518487474], ""type"": ""Point""}",Marseille 12,13212,13012
INFIRMIER,Santé,"43.29768679159835, 5.442017530412797","{""coordinates"": [5.442017530412797, 43.29768679159835], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.31337951525449, 5.459289329176118","{""coordinates"": [5.459289329176118, 43.31337951525449], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.317358933545115, 5.429294483848803","{""coordinates"": [5.429294483848803, 43.317358933545115], ""type"": ""Point""}",Marseille 12,13212,13012
ÉTABLISSEMENT PSYCHIATRIQUE,Santé,"43.31970634964046, 5.470787771189924","{""coordinates"": [5.470787771189924, 43.31970634964046], ""type"": ""Point""}",Marseille 12,13212,13012
"BANQUE,CAISSE D’ÉPARGNE",Services aux particuliers,"43.30421033741, 5.413790573816576","{""coordinates"": [5.413790573816576, 43.30421033741], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.31552999314047, 5.44729683282049","{""coordinates"": [5.44729683282049, 43.31552999314047], ""type"": ""Point""}",Marseille 12,13212,13012
BOUCHERIE CHARCUTERIE,Commerces,"43.318571104043144, 5.435540818064692","{""coordinates"": [5.435540818064692, 43.318571104043144], ""type"": ""Point""}",Marseille 12,13212,13012
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.298092251415824, 5.430926886405457","{""coordinates"": [5.430926886405457, 43.298092251415824], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.30981541828421, 5.415626716549387","{""coordinates"": [5.415626716549387, 43.30981541828421], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.30782428256288, 5.4327258407303","{""coordinates"": [5.4327258407303, 43.30782428256288], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN CARDIOLOGIE,Santé,"43.30415701961775, 5.436164197388001","{""coordinates"": [5.436164197388001, 43.30415701961775], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.297451072235, 5.447719009255707","{""coordinates"": [5.447719009255707, 43.297451072235], ""type"": ""Point""}",Marseille 12,13212,13012
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.314206836039, 5.447342955541394","{""coordinates"": [5.447342955541394, 43.314206836039], ""type"": ""Point""}",Marseille 12,13212,13012
ÉLECTRICIEN,Services aux particuliers,"43.31302024274747, 5.459969149287695","{""coordinates"": [5.459969149287695, 43.31302024274747], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.31425449698511, 5.418129309954193","{""coordinates"": [5.418129309954193, 43.31425449698511], ""type"": ""Point""}",Marseille 12,13212,13012
PLÂTRIER PEINTRE,Services aux particuliers,"43.30545487473119, 5.411841841608867","{""coordinates"": [5.411841841608867, 43.30545487473119], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.3016686164965, 5.414985925773683","{""coordinates"": [5.414985925773683, 43.3016686164965], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.308146382653334, 5.431266204003981","{""coordinates"": [5.431266204003981, 43.308146382653334], ""type"": ""Point""}",Marseille 12,13212,13012
MÉDECIN GÉNÉRALISTE,Santé,"43.31572903152133, 5.415316200681811","{""coordinates"": [5.415316200681811, 43.31572903152133], ""type"": ""Point""}",Marseille 12,13212,13012
CHIRURGIEN DENTISTE,Santé,"43.30072775032349, 5.451600023142936","{""coordinates"": [5.451600023142936, 43.30072775032349], ""type"": ""Point""}",Marseille 12,13212,13012
LYCÉE D’ENSEIGNEMENT GÉNÉRAL ET/OU TECHNOLOGIQUE,Enseignement,"43.314866826714315, 5.441359757446923","{""coordinates"": [5.441359757446923, 43.314866826714315], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.3106786484399, 5.438169841225246","{""coordinates"": [5.438169841225246, 43.3106786484399], ""type"": ""Point""}",Marseille 12,13212,13012
PRODUITS SURGELÉS,Commerces,"43.30400819323138, 5.415043881380398","{""coordinates"": [5.415043881380398, 43.30400819323138], ""type"": ""Point""}",Marseille 12,13212,13012
TAXI-VTC,Transports et déplacements,"43.30815175236383, 5.425815585838268","{""coordinates"": [5.425815585838268, 43.30815175236383], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.306852958895874, 5.421324349674616","{""coordinates"": [5.421324349674616, 43.306852958895874], ""type"": ""Point""}",Marseille 12,13212,13012
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.291029441044685, 5.419592951435575","{""coordinates"": [5.419592951435575, 43.291029441044685], ""type"": ""Point""}",Marseille 12,13212,13012
COLLÈGE,Enseignement,"43.3022887285828, 5.424392052498956","{""coordinates"": [5.424392052498956, 43.3022887285828], ""type"": ""Point""}",Marseille 12,13212,13012
BOULANGERIE,Commerces,"43.31510916522636, 5.437747873803854","{""coordinates"": [5.437747873803854, 43.31510916522636], ""type"": ""Point""}",Marseille 12,13212,13012
CHIRURGIEN DENTISTE,Santé,"43.30485916985335, 5.418419413405868","{""coordinates"": [5.418419413405868, 43.30485916985335], ""type"": ""Point""}",Marseille 12,13212,13012
ADULTES HANDICAPÉS : SERVICES DE SOINS À DOMICILE,Santé,"43.31883364114792, 5.42827068337959","{""coordinates"": [5.42827068337959, 43.31883364114792], ""type"": ""Point""}",Marseille 12,13212,13012
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.30368509410085, 5.472015809775446","{""coordinates"": [5.472015809775446, 43.30368509410085], ""type"": ""Point""}",Marseille 12,13212,13012
ÉPICERIE,Commerces,"43.31019576639846, 5.420112638238913","{""coordinates"": [5.420112638238913, 43.31019576639846], ""type"": ""Point""}",Marseille 12,13212,13012
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.31771769499564, 5.447414007464434","{""coordinates"": [5.447414007464434, 43.31771769499564], ""type"": ""Point""}",Marseille 12,13212,13012
ÉPICERIE,Commerces,"43.29888936463261, 5.436861961154935","{""coordinates"": [5.436861961154935, 43.29888936463261], ""type"": ""Point""}",Marseille 12,13212,13012
LYCÉE D’ENSEIGNEMENT GÉNÉRAL ET/OU TECHNOLOGIQUE,Enseignement,"43.30199020007894, 5.457139885495579","{""coordinates"": [5.457139885495579, 43.30199020007894], ""type"": ""Point""}",Marseille 12,13212,13012
SPÉCIALISTE EN PÉDIATRIE,Santé,"43.299989722898495, 5.432929927981733","{""coordinates"": [5.432929927981733, 43.299989722898495], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.304891011328195, 5.415743862407959","{""coordinates"": [5.415743862407959, 43.304891011328195], ""type"": ""Point""}",Marseille 12,13212,13012
PSYCHOMOTRICIEN,Santé,"43.30127215882252, 5.413032205717134","{""coordinates"": [5.413032205717134, 43.30127215882252], ""type"": ""Point""}",Marseille 12,13212,13012
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.305724803704074, 5.418289729271361","{""coordinates"": [5.418289729271361, 43.305724803704074], ""type"": ""Point""}",Marseille 12,13212,13012
